Run Date,Drop Location,Pickup Location,Primary Destinatiion,Secondary Destination,Vehicle Type,Event Type,Overnight,Tip Grade,Customer Type,Guide,Trip Issues,Payment Type
11/20/2013,Aliquippa,Aliquippa,Lost River Caverns,None,Limo Bus,Birthday,Yes,Medium,Existing,Yes,Maintenance,Cash
5/5/2013,"Downingtown STEM Academy, Downingtown","Downingtown STEM Academy, Downingtown","Downingtown STEM Academy, Downingtown",Bradford,School Bus,Funeral,No,None,Existing,Yes,Accident,Personal Credit Card
6/2/2013,McKeesport,McKeesport,Eastern State Penitentiary,None,Wheelchair Bus,Athletic,Yes,None,Referral,No,Health Related,Cash
3/8/2015,Lighthouse Upland Mennonite Church,Lighthouse Upland Mennonite Church,Private Residence,Monongahela,Church Bus,Athletic,No,Medium,New,No,None,Check
1/17/2015,New Hope United Holy Baptist Church,New Hope United Holy Baptist Church,Private Residence,None,Church Bus,Corporate,Yes,Small,New,Yes,None,Check
2/28/2015,Altoona,Altoona,Brandywine River Museum,None,Town Car,Anniversay,Yes,None,Referral,No,Maintenance,Personal Credit Card
3/22/2015,Latrobe,Latrobe,Lost River Caverns,Latrobe,Van - Mini,Private,No,Large,New,No,Personal,Cash
10/7/2015,Lower Burrell,Lower Burrell,The National Civil War Museum,Lower Burrell,Town Car,College,No,Small,Referral,Yes,Accident,Cash
3/14/2015,Easton,Easton,Philadelphia Zoo,Easton,Wheelchair Bus,College,No,Small,Existing,No,Personal,Other
12/6/2013,Chester,Chester,The National Civil War Museum,None,Wheelchair Bus,Corporate,Yes,Small,New,Yes,Health Related,Other
8/3/2014,Butler,Butler,Dutch Wonderland,None,Wheelchair Bus,Birthday,Yes,Large,Existing,Yes,Health Related,Invoiced
3/7/2014,Duquesne,Duquesne,City Hall,Duquesne,Limo,Athletic,No,Large,Referral,No,Accident,Invoiced
9/5/2015,Lancaster,Lancaster,Kennywood Park,None,Wheelchair Bus,Private,Yes,None,Existing,Yes,Health Related,Cash
6/29/2015,Arnold,Arnold,City Hall,None,Limo Bus,Wedding,Yes,Small,Referral,No,Maintenance,Invoiced
7/4/2013,Beaver Falls,Beaver Falls,Please Touch Museum,None,Van - Mini,Birthday,Yes,None,Existing,Yes,Health Related,Credit
8/13/2014,McKeesport,McKeesport,King of Prussia Shopping Mall,None,Limo,College,Yes,Large,Existing,No,None,Invoiced
8/32/2015,Bethlehem,Bethlehem,King of Prussia Shopping Mall,Bethlehem,Limo Bus,Corporate,No,Large,New,Yes,Maintenance,Personal Credit Card
6/21/2015,Bethlehem,Bethlehem,Philadelphia Museum of Art,Bethlehem,Shuttle Bus,Athletic,No,Medium,Referral,Yes,Personal,Invoiced
2/18/2015,"Downingtown STEM Academy, Downingtown","Downingtown STEM Academy, Downingtown","Downingtown STEM Academy, Downingtown",Monessen,School Bus,Corporate,No,Small,Existing,Yes,Personal,Credit
8/15/2015,Bethlehem,Bethlehem,King of Prussia Shopping Mall,Bethlehem,Limo,Tour,No,Large,Existing,Yes,Accident,Invoiced
1/6/2014,Lock Haven,Lock Haven,Pennsylvania State Capitol,Lock Haven,Shuttle Bus,Travel/Airport,No,Medium,Referral,No,Health Related,Credit
7/13/2014,Johnstown,Johnstown,Independence Hall,Johnstown,Propane/Alternative,College,No,Small,Existing,Yes,Maintenance,Credit
11/17/2013,"Kennett High School, Kennett Square","Kennett High School, Kennett Square","Kennett High School, Kennett Square",None,School Bus,College,Yes,Medium,New,Yes,Maintenance,Invoiced
11/26/2013,Aliquippa,Aliquippa,Kennywood Park,Aliquippa,Van - Mini,Anniversay,No,None,New,Yes,Maintenance,Cash
12/24/2013,Clairton,Clairton,Eastern State Penitentiary,Clairton,Limo,Athletic,No,Large,Existing,No,Personal,Invoiced
1/28/2014,Nanticoke,Nanticoke,Brandywine River Museum,None,Shuttle Bus,Private,Yes,None,Existing,No,Maintenance,Personal Credit Card
9/3/2013,"Unionville High School, Kennett Square","Unionville High School, Kennett Square","Unionville High School, Kennett Square",None,School Bus,Wedding,Yes,Large,Referral,Yes,Maintenance,Other
10/6/2013,McKeesport,McKeesport,Please Touch Museum,None,Mini Bus,Anniversay,Yes,Small,Referral,No,Health Related,Credit
10/26/2013,Meadville,Meadville,Carnegie Museum of Natural History,None,Limo,College,Yes,Large,New,No,Personal,Invoiced
4/18/2014,Chester,Chester,Knoebels Amusement Resort,None,Town Car,Athletic,Yes,Small,New,No,None,Cash
9/6/2013,Lancaster,Lancaster,HersThe Liberty Bell Centerheypark,None,Van - Full Size,Anniversay,Yes,Medium,New,No,Accident,Credit
7/6/2014,Nanticoke,Nanticoke,Waldameer & Water World,Nanticoke,Van - Mini,Funeral,No,None,New,Yes,Maintenance,Cash
6/10/2015,Providence Baptist Church,Providence Baptist Church,Private Residence,None,Church Bus,Athletic,Yes,None,Referral,No,None,Check
7/1/2014,Latrobe,Latrobe,Fairmount Park,Latrobe,Propane/Alternative,Athletic,No,Small,Existing,Yes,Personal,Cash
11/6/2015,Bradford,Bradford,Pennsylvania State Capitol,Bradford,Van - Mini,Travel/Airport,No,None,New,No,Accident,Cash
5/28/2014,Hermitage,Hermitage,Waldameer & Water World,None,Van - Full Size,Corporate,Yes,Small,New,Yes,Personal,Personal Credit Card
7/31/2015,Spencer Memorial Uame Church,Spencer Memorial Uame Church,Private Residence,Butler,Church Bus,Private,No,Large,Referral,No,None,Check
4/24/2013,Franklin,Franklin,Philadelphia Zoo,Franklin,Van - Full Size,Corporate,No,None,New,No,None,Credit
6/22/2015,Aliquippa,Aliquippa,Brandywine River Museum,None,Limo Bus,Athletic,Yes,Small,New,Yes,Accident,Cash
5/1/2014,True Vine Msgb Church,True Vine Msgb Church,Private Residence,None,Church Bus,Birthday,Yes,Small,Existing,Yes,None,Check
9/28/2015,Nanticoke,Nanticoke,Lost River Caverns,Nanticoke,Town Car,Private,No,Large,New,Yes,Accident,Personal Credit Card
6/1/2015,Latrobe,Latrobe,Sesame Place,None,Mini Bus,College,Yes,None,Existing,No,Personal,Other
6/3/2015,Harrisburg,Harrisburg,Eastern State Penitentiary,Harrisburg,Limo,College,No,Large,New,Yes,Health Related,Invoiced
4/24/2013,Easton,Easton,The Barnes Foundation,None,Town Car,Birthday,Yes,Small,Existing,Yes,None,Invoiced
7/15/2015,Lebanon,Lebanon,Philadelphia Museum of Art,None,Town Car,Wedding,Yes,Medium,Referral,No,Personal,Cash
6/11/2015,New Life Ministries,New Life Ministries,Private Residence,Lancaster,Church Bus,Corporate,No,Small,New,Yes,None,Check
5/30/2013,Corry,Corry,Betsy Ross House,None,Van - Full Size,Birthday,Yes,Small,Existing,Yes,Personal,Credit
3/11/2013,Altoona,Altoona,Philadelphia Zoo,None,Shuttle Bus,Anniversay,Yes,None,Referral,Yes,Accident,Cash
3/10/2014,Nativity Lutheran Church,Nativity Lutheran Church,Private Residence,Duquesne,Church Bus,College,No,Medium,New,No,None,Check
10/28/2015,Latrobe,Latrobe,Lost River Caverns,None,Van - Mini,Private,Yes,None,Referral,Yes,Personal,Personal Credit Card
10/16/2015,Bethlehem,Bethlehem,Philadelphia Museum of Art,Bethlehem,Van - Full Size,Holiday,No,Large,Existing,Yes,Health Related,Invoiced
8/15/2015,Lower Burrell,Lower Burrell,Please Touch Museum,Lower Burrell,Wheelchair Bus,Travel/Airport,No,Medium,New,No,Maintenance,Other
5/4/2013,"Coatesville Area High School, Coatesville","Coatesville Area High School, Coatesville","Coatesville Area High School, Coatesville",Harrisburg,School Bus,Corporate,No,None,Existing,Yes,Accident,Other
10/24/2013,Hermitage,Hermitage,King of Prussia Shopping Mall,None,Van - Mini,Tour,Yes,Large,Existing,Yes,Health Related,Credit
10/20/2015,Butler,Butler,Please Touch Museum,None,Propane/Alternative,Holiday,Yes,Large,New,No,Accident,Credit
6/22/2013,Greensburg,Greensburg,The National Civil War Museum,None,Town Car,College,Yes,Small,New,No,Accident,Personal Credit Card
4/6/2013,Greensburg,Greensburg,Sesame Place,Greensburg,Mini Bus,Tour,No,Large,Referral,Yes,Health Related,Personal Credit Card
9/8/2013,"Collegium Charter School,Exton","Collegium Charter School,Exton","Collegium Charter School,Exton",None,School Bus,Holiday,Yes,None,Existing,Yes,Personal,Other
2/11/2015,Butler,Butler,Pennsylvania State Capitol,None,Mini Bus,College,Yes,Medium,Existing,Yes,Personal,Cash
11/15/2014,Arnold,Arnold,King of Prussia Shopping Mall,Arnold,Wheelchair Bus,College,No,Large,Referral,No,Personal,Invoiced
11/28/2014,Farrell,Farrell,Independence Hall,Farrell,Mini Bus,Travel/Airport,No,Small,New,Yes,Health Related,Other
8/19/2014,Jeannette,Jeannette,Eastern State Penitentiary,Jeannette,Town Car,Corporate,No,Large,Referral,Yes,Accident,Other
7/8/2013,Allentown,Allentown,Pennsylvania State Capitol,None,Limo,Birthday,Yes,Large,New,Yes,None,Invoiced
5/24/2013,Butler,Butler,Independence Hall,Butler,Mini Bus,Private,No,None,New,Yes,None,Other
9/13/2013,Carbondale,Carbondale,Crystal Cave Park,None,Van - Full Size,Birthday,Yes,None,New,Yes,Maintenance,Invoiced
10/23/2013,Nanticoke,Nanticoke,Dorney Park,None,Propane/Alternative,College,Yes,None,Existing,No,Maintenance,Other
1/25/2013,Farrell,Farrell,Brandywine River Museum,None,Wheelchair Bus,College,Yes,None,New,No,Health Related,Credit
1/3/2015,Monongahela,Monongahela,Betsy Ross House,Monongahela,Wheelchair Bus,Corporate,No,Small,New,Yes,Maintenance,Personal Credit Card
4/4/2013,Jeannette,Jeannette,Brandywine River Museum,None,Town Car,College,Yes,Medium,Referral,Yes,None,Personal Credit Card
9/20/2014,Clairton,Clairton,The Barnes Foundation,Clairton,Shuttle Bus,Anniversay,No,Small,New,Yes,Accident,Other
1/28/2013,Monongahela,Monongahela,Eastern State Penitentiary,Monongahela,Mini Bus,Birthday,No,Large,New,Yes,None,Other
1/15/2013,Coatesville,Coatesville,Carnegie Museum of Natural History,Coatesville,Propane/Alternative,Travel/Airport,No,Medium,New,No,Health Related,Personal Credit Card
10/21/2014,Johnstown,Johnstown,The Franklin Institute,Johnstown,Mini Bus,Private,No,Large,Existing,Yes,Health Related,Other
11/7/2015,Chester,Chester,Fairmount Park,Chester,Limo,Athletic,No,Large,Existing,No,Accident,Invoiced
3/30/2015,Hermitage,Hermitage,Betsy Ross House,Hermitage,Wheelchair Bus,Birthday,No,None,Referral,No,None,Personal Credit Card
3/5/2015,"CFS, The School at Church Farm, Paoli","CFS, The School at Church Farm, Paoli","CFS, The School at Church Farm, Paoli",None,School Bus,Birthday,Yes,Large,New,No,Maintenance,Personal Credit Card
4/23/2015,Johnstown,Johnstown,Fairmount Park,Johnstown,Limo,Funeral,No,Large,New,Yes,Health Related,Invoiced
7/7/2014,Butler,Butler,Knoebels Amusement Resort,None,Wheelchair Bus,Athletic,Yes,None,Referral,No,Health Related,Credit
9/10/2013,Farrell,Farrell,Fairmount Park,None,Van - Mini,Athletic,Yes,Small,Existing,Yes,Health Related,Personal Credit Card
7/15/2014,Monessen,Monessen,Sesame Place,None,Van - Mini,College,Yes,Medium,New,Yes,Health Related,Personal Credit Card
6/12/2015,Harrisburg,Harrisburg,Brandywine River Museum,Harrisburg,Shuttle Bus,Funeral,No,Medium,Existing,No,Personal,Credit
9/27/2015,Chester,Chester,Kennywood Park,Chester,Wheelchair Bus,Funeral,No,Medium,New,No,Health Related,Personal Credit Card
2/22/2013,Bethel Ministry,Bethel Ministry,Private Residence,Monongahela,Church Bus,College,No,Small,Referral,No,None,Check
5/19/2014,Meadville,Meadville,Eastern State Penitentiary,Meadville,Van - Mini,Anniversay,No,None,Referral,No,None,Invoiced
9/9/2015,Carbondale,Carbondale,Fairmount Park,Carbondale,Van - Full Size,Anniversay,No,Small,Existing,No,Health Related,Other
11/30/2013,Johnstown,Johnstown,Knoebels Amusement Resort,None,Shuttle Bus,Anniversay,Yes,None,Existing,Yes,Health Related,Personal Credit Card
2/20/2015,Altoona,Altoona,Dorney Park,Altoona,Town Car,Corporate,No,Small,Referral,No,Health Related,Invoiced
3/18/2013,Way Through Christ Mennonite Church,Way Through Christ Mennonite Church,Private Residence,Meadville,Church Bus,Athletic,No,Small,Existing,Yes,None,Check
11/25/2014,Aliquippa,Aliquippa,The Franklin Institute,None,Shuttle Bus,Holiday,Yes,None,Existing,No,None,Invoiced
2/4/2015,Harrisburg,Harrisburg,The Franklin Institute,None,Wheelchair Bus,Holiday,Yes,None,New,Yes,Health Related,Invoiced
9/6/2015,God's House Of Prayer and Repair Full Gospel Church,God's House Of Prayer and Repair Full Gospel Church,Private Residence,None,Church Bus,Holiday,Yes,Large,Existing,No,None,Check
8/17/2013,Lancaster,Lancaster,Lost River Caverns,Lancaster,Wheelchair Bus,College,No,Medium,Existing,No,Health Related,Other
1/13/2014,Easton,Easton,Philadelphia Zoo,Easton,Mini Bus,Athletic,No,Medium,Existing,No,Health Related,Credit
3/30/2015,Altoona,Altoona,King of Prussia Shopping Mall,Altoona,Limo Bus,Anniversay,No,None,New,Yes,None,Invoiced
1/22/2014,First Pentecostal Church,First Pentecostal Church,Private Residence,Beaver Falls,Church Bus,Birthday,No,Large,Referral,Yes,None,Check
11/5/2015,Saint Paul Cme Church,Saint Paul Cme Church,Private Residence,Easton,Church Bus,Tour,No,Large,Referral,Yes,None,Check
10/19/2015,Hermitage,Hermitage,Philadelphia Museum of Art,Hermitage,Town Car,Travel/Airport,No,Small,Existing,No,Health Related,Invoiced
3/1/2013,Friendship UAME Church,Friendship UAME Church,Private Residence,None,Church Bus,Birthday,Yes,Medium,Referral,No,None,Check
1/30/2013,Monessen,Monessen,Lost River Caverns,None,Limo Bus,Corporate,Yes,None,New,Yes,Accident,Cash
11/2/2013,Jeannette,Jeannette,Crystal Cave Park,None,Propane/Alternative,Athletic,Yes,Small,Referral,Yes,Maintenance,Other
7/15/2015,Altoona,Altoona,Fairmount Park,None,Propane/Alternative,Tour,Yes,None,Referral,Yes,Accident,Cash
10/20/2015,"West-Mont Christian Academy, Pottstown","West-Mont Christian Academy, Pottstown","West-Mont Christian Academy, Pottstown",None,School Bus,Wedding,Yes,Small,Existing,No,Personal,Credit
9/28/2014,Chester Church Of God In Christ,Chester Church Of God In Christ,Private Residence,None,Church Bus,Wedding,Yes,Large,Existing,No,None,Check
8/21/2014,Allentown,Allentown,City Hall,Allentown,Van - Full Size,Wedding,No,Small,New,No,None,Cash
2/19/2013,"Downingtown East High School, Exton","Downingtown East High School, Exton","Downingtown East High School, Exton",Erie,School Bus,College,No,Large,New,Yes,Health Related,Other
8/10/2013,Duquesne,Duquesne,Pennsylvania State Capitol,Duquesne,Mini Bus,Corporate,No,Large,Existing,No,Maintenance,Credit
8/17/2014,Northampton,Northampton,The National Civil War Museum,None,Propane/Alternative,Corporate,Yes,Medium,Referral,No,Health Related,Personal Credit Card
2/17/2015,Monongahela,Monongahela,Eastern State Penitentiary,None,Limo Bus,Private,Yes,Small,Existing,No,Accident,Other
6/14/2013,Easton,Easton,Dorney Park,Easton,Wheelchair Bus,Birthday,No,Medium,Existing,No,Accident,Personal Credit Card
6/24/2015,"Downingtown STEM Academy, Downingtown","Downingtown STEM Academy, Downingtown","Downingtown STEM Academy, Downingtown",None,School Bus,Funeral,Yes,None,Existing,No,Accident,Invoiced
7/9/2013,Franklin,Franklin,The Barnes Foundation,None,Propane/Alternative,Wedding,Yes,None,Existing,Yes,Personal,Invoiced
7/24/2013,"Center for Arts and Technology: Pickering, Phoenixville","Center for Arts and Technology: Pickering, Phoenixville","Center for Arts and Technology: Pickering, Phoenixville",DuBois,School Bus,Wedding,No,Large,Referral,No,Personal,Personal Credit Card
12/8/2013,Easton,Easton,Carnegie Museum of Natural History,Easton,Town Car,Corporate,No,Medium,Referral,Yes,None,Credit
5/8/2014,Coatesville,Coatesville,Please Touch Museum,Coatesville,Limo,Birthday,No,Large,Referral,Yes,Maintenance,Invoiced
7/7/2013,Erie,Erie,The Barnes Foundation,None,Wheelchair Bus,Private,Yes,Large,Referral,Yes,Health Related,Credit
4/1/2015,Duquesne,Duquesne,Pennsylvania State Capitol,None,Propane/Alternative,Travel/Airport,Yes,Large,Existing,No,Maintenance,Cash
8/5/2015,Lower Burrell,Lower Burrell,Lost River Caverns,Lower Burrell,Shuttle Bus,Travel/Airport,No,None,Referral,Yes,Health Related,Invoiced
8/3/2015,Lebanon,Lebanon,King of Prussia Shopping Mall,None,Limo,Corporate,Yes,Large,Existing,No,Accident,Invoiced
3/22/2014,Lebanon,Lebanon,Philadelphia Museum of Art,None,Wheelchair Bus,Birthday,Yes,Small,New,Yes,Health Related,Other
11/1/2013,Clairton,Clairton,Dutch Wonderland,None,Van - Full Size,Wedding,Yes,Large,Referral,Yes,Personal,Personal Credit Card
1/23/2013,Coatesville,Coatesville,Betsy Ross House,None,Limo,Corporate,Yes,Large,Existing,No,Personal,Invoiced
8/14/2015,Latrobe,Latrobe,Gettysburg National Military Park,None,Mini Bus,Tour,Yes,Small,New,Yes,None,Other
8/26/2013,Jeannette,Jeannette,Dorney Park,None,Limo,Corporate,Yes,Large,Existing,No,Maintenance,Invoiced
2/6/2014,"Oxford Area High School, Oxford","Oxford Area High School, Oxford","Oxford Area High School, Oxford",Monongahela,School Bus,Corporate,No,None,New,Yes,Personal,Invoiced
11/1/2013,Allentown,Allentown,Dorney Park,Allentown,Town Car,Anniversay,No,Large,New,Yes,Personal,Other
8/14/2015,Harrisburg,Harrisburg,City Hall,Harrisburg,Van - Full Size,Travel/Airport,No,Large,Referral,No,Health Related,Cash
10/14/2013,Bradford,Bradford,Philadelphia Zoo,None,Propane/Alternative,Travel/Airport,Yes,None,Existing,No,Health Related,Other
1/1/2015,Lebanon,Lebanon,Please Touch Museum,None,Limo,Funeral,Yes,Large,Existing,Yes,Personal,Invoiced
10/13/2014,Nanticoke,Nanticoke,Pennsylvania State Capitol,None,Limo,Birthday,Yes,Large,New,No,Maintenance,Invoiced
9/19/2013,"Downingtown West High School, Downingtown","Downingtown West High School, Downingtown","Downingtown West High School, Downingtown",Bethlehem,School Bus,Tour,No,None,New,Yes,Personal,Other
5/26/2014,Franklin,Franklin,Carnegie Museum of Natural History,Franklin,Propane/Alternative,Holiday,No,Small,Existing,Yes,Health Related,Personal Credit Card
8/2/2013,Lancaster,Lancaster,Gettysburg National Military Park,Lancaster,Van - Full Size,Athletic,No,Small,Referral,No,Health Related,Cash
7/13/2013,Jeannette,Jeannette,Lost River Caverns,None,Propane/Alternative,Holiday,Yes,Small,Referral,Yes,None,Cash
5/13/2014,Farrell,Farrell,Carnegie Museum of Natural History,None,Mini Bus,Athletic,Yes,Small,New,Yes,Health Related,Other
10/13/2015,Solid Rock Church Of God,Solid Rock Church Of God,Private Residence,None,Church Bus,Private,Yes,None,Existing,Yes,None,Check
3/13/2015,Monongahela,Monongahela,Pennsylvania State Capitol,None,Van - Full Size,Wedding,Yes,None,New,No,Accident,Other
8/7/2015,Carbondale,Carbondale,Lost River Caverns,None,Mini Bus,Tour,Yes,Small,Existing,Yes,Accident,Other
3/13/2013,Chester For Christ Baptist Church,Chester For Christ Baptist Church,Private Residence,Easton,Church Bus,Tour,No,None,Existing,Yes,None,Check
9/7/2015,Allentown,Allentown,Brandywine River Museum,Allentown,Mini Bus,Athletic,No,Medium,New,Yes,Accident,Other
4/29/2013,Asbury Ame Church,Asbury Ame Church,Private Residence,Greensburg,Church Bus,Tour,No,Large,Referral,Yes,None,Check
3/10/2014,Bethlehem,Bethlehem,Dutch Wonderland,Bethlehem,Shuttle Bus,Private,No,None,Referral,No,Maintenance,Cash
11/5/2015,Lebanon,Lebanon,Kennywood Park,None,Limo,Birthday,Yes,Large,New,No,Accident,Invoiced
2/23/2014,Northampton,Northampton,Sesame Place,Northampton,Propane/Alternative,Wedding,No,Medium,Existing,No,Maintenance,Invoiced
3/30/2014,Harrisburg,Harrisburg,Eastern State Penitentiary,Harrisburg,Mini Bus,Holiday,No,Medium,Existing,No,Accident,Credit
7/13/2014,Easton,Easton,The Barnes Foundation,Easton,Mini Bus,Holiday,No,Large,Referral,No,Personal,Other
10/10/2015,Northampton,Northampton,Crystal Cave Park,Northampton,Limo Bus,Travel/Airport,No,Medium,New,Yes,Accident,Other
3/30/2015,Corry,Corry,Sesame Place,None,Limo,Private,Yes,Large,Existing,No,Accident,Invoiced
10/21/2014,Grace-Community United Methodist Church,Grace-Community United Methodist Church,Private Residence,Latrobe,Church Bus,Travel/Airport,No,None,Referral,No,None,Check
11/26/2015,Jeannette,Jeannette,Knoebels Amusement Resort,Jeannette,Wheelchair Bus,Private,No,Medium,Referral,Yes,Maintenance,Cash
2/8/2015,Hazleton,Hazleton,Dorney Park,None,Limo,Holiday,Yes,Large,Existing,Yes,Health Related,Invoiced
