CoinIn,Age,Type,Theme,Location,Month,Day,Denomination,Event,Weather,Promotion,Coupons,Holiday,Smoking,Promo,coupons,weather
1577,7,5,22,3,9,1,3,2,15,2,1,1,1,2,2,16
766,16,5,16,2,3,3,14,1,27,1,1,1,2,1,4,10
1004,1,2,19,6,3,1,12,2,15,1,2,2,1,1,5,35
1310,9,3,11,8,9,7,11,2,40,1,1,2,1,2,3,31
773,1,3,3,5,6,5,3,1,8,2,1,1,2,2,2,34
531,18,3,13,2,8,2,3,1,9,2,1,1,2,5,4,13
1379,16,2,14,2,7,5,13,2,16,2,1,2,1,5,7,5
680,5,3,10,2,7,1,9,2,28,2,1,1,1,5,7,31
392,16,4,17,6,5,1,4,2,25,2,1,1,2,2,2,11
438,12,1,21,5,4,6,9,2,12,2,1,1,2,6,8,13
1145,2,1,7,2,4,7,5,1,6,2,1,2,2,6,5,4
2090,9,5,11,7,7,1,11,1,11,1,2,1,1,1,3,21
999,4,2,12,6,8,4,2,2,34,2,1,2,2,5,3,28
536,2,5,4,7,10,3,13,2,25,2,1,2,1,4,6,38
1901,13,5,20,7,8,6,9,2,38,2,1,1,2,3,3,35
1475,19,3,5,6,2,3,10,1,18,2,1,1,2,3,8,22
1074,11,2,21,6,2,2,10,1,40,1,2,2,1,6,9,38
1257,3,2,7,2,6,3,7,2,15,1,1,2,2,4,6,33
44,17,2,4,3,11,4,9,2,11,2,2,2,1,5,6,9
1708,17,5,21,5,11,4,7,1,18,1,2,2,2,3,5,19
265,5,1,19,6,1,2,3,1,24,1,1,2,1,1,8,25
1589,18,1,4,6,8,1,7,1,15,2,2,1,1,4,9,13
1646,15,1,20,4,5,4,11,1,7,2,1,1,2,6,8,9
805,14,1,7,8,5,7,4,1,26,2,2,2,1,1,2,5
2123,17,1,7,2,5,4,11,1,3,1,2,1,1,3,4,34
1015,1,1,8,4,6,4,6,2,10,2,1,2,1,2,9,13
1989,18,3,6,3,10,6,2,2,18,2,1,1,1,5,8,1
1823,4,4,2,6,6,4,12,2,11,1,2,2,2,5,8,34
1157,18,1,7,3,2,6,12,1,24,1,2,2,2,5,3,37
882,13,2,21,3,5,7,13,1,2,1,1,1,2,2,5,22
3,15,1,14,6,4,6,7,1,1,1,2,1,1,6,7,13
1105,3,1,9,5,12,7,2,2,29,2,1,2,2,5,2,29
268,5,1,18,6,4,7,12,1,7,1,2,1,1,6,9,5
290,12,3,1,1,7,7,5,2,8,1,1,1,2,5,7,29
148,16,4,8,1,7,3,4,1,25,1,2,1,2,6,8,8
448,6,2,18,7,9,7,2,2,5,2,1,1,1,5,7,28
662,15,4,3,9,11,7,4,2,17,1,2,2,1,1,6,27
1580,19,4,12,1,8,3,12,2,9,2,2,2,1,5,5,24
1978,18,3,14,9,4,6,9,1,12,1,1,1,1,1,4,36
381,7,5,6,2,6,4,13,2,13,1,1,1,2,6,4,36
279,4,3,7,7,10,6,10,1,31,2,2,1,2,5,9,14
1848,15,3,19,8,7,7,11,1,10,2,2,1,2,5,7,10
1465,3,2,15,9,11,1,12,2,18,1,1,2,1,1,4,3
2122,19,2,16,3,2,7,5,2,22,1,2,1,1,6,3,23
384,12,2,4,1,8,6,7,1,31,1,2,1,2,3,2,24
1170,13,4,17,2,10,5,11,1,15,2,2,2,1,3,2,3
894,19,4,4,2,1,7,7,2,24,1,1,2,1,6,7,5
1249,12,2,1,1,5,7,8,1,26,2,2,2,2,6,3,38
971,11,4,5,9,9,1,11,2,30,2,1,1,1,6,2,26
924,12,5,17,5,11,7,11,2,35,1,2,1,2,4,8,34
677,15,2,4,7,2,5,9,2,19,2,1,1,2,4,3,14
382,17,4,21,1,6,7,5,1,36,2,1,2,1,1,3,24
1550,4,1,4,5,2,4,11,2,29,1,1,2,2,6,3,19
2075,2,4,21,5,9,6,14,2,33,1,1,2,2,1,6,34
1889,1,3,14,2,5,1,5,2,30,1,1,1,2,5,4,16
454,11,5,4,9,6,6,8,1,15,1,2,1,2,5,5,39
835,1,5,6,1,8,3,8,1,19,1,2,1,1,2,3,3
1448,20,5,3,5,3,6,4,1,15,1,1,1,1,3,6,23
1957,15,4,20,2,11,7,3,2,9,1,2,1,1,2,3,37
855,4,2,21,9,11,7,2,1,37,2,2,2,2,5,9,8
275,13,5,2,8,6,6,9,1,36,2,2,2,2,1,4,33
408,14,5,13,6,8,1,6,1,40,2,2,1,1,3,5,23
1625,12,2,20,1,3,5,5,2,34,1,2,1,2,6,7,24
1448,15,2,14,9,4,4,11,1,35,1,2,2,1,3,2,12
1328,13,3,6,3,9,4,8,1,1,1,1,1,1,3,7,22
1848,2,5,13,5,4,4,3,1,13,1,2,2,1,4,5,30
1116,16,1,10,1,7,7,8,2,1,1,2,2,2,1,8,1
214,11,1,12,2,5,3,12,1,4,2,2,2,1,4,4,11
982,15,3,14,8,10,4,10,1,14,2,1,2,2,5,9,38
608,2,5,1,3,6,7,4,2,20,1,2,1,1,6,5,12
697,3,5,2,9,7,6,8,2,39,1,1,1,1,5,9,25
2168,2,3,9,5,7,6,10,2,10,1,1,1,1,4,2,37
1020,1,2,7,8,2,4,13,2,34,1,1,1,2,1,7,17
682,14,3,6,4,1,5,9,1,9,2,2,1,1,4,9,11
1385,10,1,1,3,3,1,5,2,37,1,2,1,1,4,7,27
781,3,2,19,8,5,5,3,2,32,2,1,1,1,1,3,37
2130,19,3,9,2,1,1,4,1,11,1,1,1,1,4,6,19
234,6,5,18,2,10,3,10,2,30,1,2,1,1,3,6,39
625,1,2,9,8,11,1,7,2,14,2,2,2,1,1,9,4
1258,16,2,18,4,2,6,8,1,21,2,1,2,2,3,6,18
1773,18,2,1,4,2,5,3,2,31,1,2,2,1,5,3,4
345,12,1,13,5,11,4,10,1,24,2,2,2,1,4,7,36
2026,4,1,19,8,10,2,3,1,8,2,2,1,1,6,2,30
624,7,2,11,4,6,4,14,1,26,2,2,2,2,1,2,5
1602,2,5,20,5,3,7,3,2,34,2,1,2,2,5,9,39
1760,10,5,16,8,6,2,8,2,14,1,2,2,2,2,2,17
1157,13,5,22,7,11,1,12,1,35,2,2,2,2,5,3,13
174,16,1,14,2,9,5,6,2,9,1,1,1,1,1,4,23
1914,15,5,15,7,9,2,13,1,23,1,1,2,1,2,3,37
1675,4,4,8,6,6,6,11,2,28,2,1,2,2,3,7,26
94,19,3,7,9,7,7,2,1,23,2,1,1,1,2,7,39
1215,7,5,19,8,5,3,2,2,4,1,1,2,1,3,9,26
748,12,3,1,1,5,7,4,1,36,2,1,1,2,2,9,38
1904,14,1,3,2,2,6,10,2,38,2,1,2,2,2,5,30
708,20,4,9,8,4,6,7,1,25,1,1,1,2,1,9,4
1091,15,2,19,6,2,7,12,2,1,2,2,2,2,2,4,4
2064,5,4,22,1,5,3,4,2,3,2,1,1,1,1,7,27
1935,13,1,5,1,9,7,11,2,22,2,1,2,2,5,8,23
1497,4,5,4,4,5,4,10,2,15,1,1,2,2,2,8,19
489,7,5,7,3,9,3,10,2,29,2,1,2,1,5,4,26
1207,2,4,12,8,6,5,14,1,10,2,1,1,1,4,3,24
475,17,2,2,3,3,6,9,1,13,1,1,2,2,4,7,31
1371,12,4,6,7,5,7,3,2,23,1,2,2,1,4,4,34
819,18,3,22,4,11,7,10,2,16,1,2,2,2,1,5,33
33,2,2,8,6,7,2,12,2,5,2,1,1,2,5,2,31
900,5,4,18,4,5,7,8,2,29,2,2,2,1,4,6,12
527,20,4,5,5,10,6,13,1,7,2,1,2,2,4,3,28
1347,2,4,12,3,3,6,10,1,38,1,2,1,1,1,8,12
1893,6,5,4,1,7,4,9,1,24,1,2,2,1,4,5,14
109,19,2,10,4,8,1,11,2,26,1,2,1,2,4,7,21
499,16,5,21,1,2,1,8,1,2,1,1,2,2,1,8,22
1943,15,2,21,1,1,3,12,2,13,2,1,2,2,3,3,10
741,4,4,17,5,3,1,3,2,6,1,2,2,1,3,5,21
1805,11,3,20,3,12,4,8,2,37,1,2,1,1,6,3,36
677,16,3,9,4,9,4,4,1,40,2,2,2,2,3,9,20
1532,9,2,1,5,7,5,5,2,15,2,1,2,1,2,8,14
209,15,4,19,1,11,4,7,2,10,1,1,1,2,2,8,31
1782,11,3,8,9,4,4,3,1,25,2,2,1,1,4,7,19
2125,18,5,4,6,9,3,9,1,23,1,2,1,2,6,7,18
345,3,3,16,5,7,1,12,2,15,2,1,2,1,6,5,23
1211,8,3,8,3,11,2,7,1,39,1,1,2,1,3,7,34
1226,1,5,9,4,8,5,2,2,23,2,1,2,2,6,9,6
1928,15,2,2,2,3,2,11,2,30,1,1,1,2,1,3,33
1742,13,2,6,2,4,2,14,1,21,2,1,2,2,1,7,1
1609,20,3,11,8,8,3,6,2,2,1,1,2,1,3,8,8
539,14,2,4,8,10,1,14,2,32,2,1,1,2,1,3,32
1848,14,4,20,5,2,4,9,2,22,2,2,2,2,1,2,33
763,20,1,21,8,7,7,5,1,30,2,1,2,1,4,6,18
2088,15,2,3,2,5,3,11,2,36,2,2,1,2,2,6,31
699,16,1,18,1,9,7,4,1,2,1,2,1,2,2,3,19
76,7,2,11,9,5,4,13,2,10,2,1,2,1,5,2,33
1926,15,2,16,6,3,1,10,2,7,2,2,2,1,2,2,10
480,4,5,3,1,12,4,5,2,13,2,2,1,2,4,9,9
1256,20,2,10,3,4,3,4,1,35,1,2,2,1,1,3,18
1087,3,5,20,7,2,5,11,2,12,1,1,1,2,6,5,11
2111,8,5,7,2,3,3,3,1,12,1,1,2,2,3,2,8
1901,2,5,3,5,9,3,5,2,13,2,2,1,1,4,5,9
1042,13,5,17,5,11,7,8,2,22,2,2,2,2,4,3,1
210,2,4,17,5,6,6,5,2,33,1,1,1,1,5,2,3
484,3,4,8,8,5,5,8,1,14,1,2,1,1,5,3,20
1399,6,3,16,2,9,2,7,1,1,2,2,2,1,2,2,9
978,14,1,20,8,11,7,11,2,39,2,2,1,1,3,6,1
2131,8,3,5,1,6,5,6,2,35,1,1,2,2,3,4,5
1776,1,3,17,7,5,5,2,1,22,1,1,1,2,5,7,24
283,13,1,21,5,10,4,11,1,12,1,2,2,1,6,4,4
1894,6,2,21,5,9,4,12,1,20,1,2,1,1,4,6,4
737,5,1,2,2,5,2,10,2,22,2,2,1,1,6,7,19
1513,18,5,10,7,5,7,9,2,25,1,1,2,1,2,4,17
640,15,2,5,9,7,5,4,1,18,2,2,2,1,2,3,15
79,7,5,8,1,12,3,7,1,32,2,1,2,2,4,4,37
1751,8,3,12,7,2,3,12,2,31,2,1,2,2,6,7,21
1345,11,5,9,2,12,5,9,2,2,2,2,2,2,2,8,4
1907,8,5,6,5,5,7,4,2,35,2,2,1,1,1,4,37
958,13,3,13,6,9,7,12,2,18,1,2,2,2,4,8,34
441,17,1,17,9,12,1,7,1,7,1,1,1,1,6,3,16
1019,17,2,13,5,11,1,13,2,3,2,1,1,1,1,2,23
1966,11,3,11,7,6,6,9,1,18,2,1,1,1,2,3,21
825,19,1,4,3,1,5,5,2,17,2,1,2,1,2,5,17
510,19,4,17,5,4,6,8,1,22,2,1,1,2,3,4,13
192,1,2,8,7,6,6,13,1,3,2,1,1,2,5,9,14
1853,16,5,20,9,1,5,14,2,12,1,1,2,2,3,4,3
1284,12,3,20,5,8,1,14,1,28,1,1,2,1,2,4,2
1661,5,1,16,8,1,1,14,1,18,2,1,1,1,5,9,12
1540,13,2,1,9,6,5,13,1,21,1,1,1,2,5,2,31
816,6,3,18,6,11,2,8,1,35,1,1,2,1,2,2,15
613,14,1,12,5,10,1,2,1,14,2,2,2,2,5,4,31
1688,7,4,17,7,7,5,9,2,32,2,1,1,2,6,9,5
1598,3,5,16,3,12,2,11,2,38,1,2,1,2,5,9,33
1776,19,5,7,3,2,6,12,2,1,1,1,1,1,5,7,15
1884,5,3,17,5,8,5,5,2,19,1,2,1,1,1,5,17
198,15,3,15,6,12,3,11,1,40,2,1,1,1,4,7,24
560,2,1,6,1,8,7,12,2,37,2,2,2,2,2,7,5
827,4,2,1,4,1,7,10,2,36,1,1,2,2,5,6,16
1176,15,5,17,1,2,2,11,2,25,2,2,1,1,4,6,8
525,12,4,2,2,8,5,6,1,36,2,1,2,2,3,3,8
1058,19,4,7,3,8,4,3,1,20,2,1,1,1,3,7,32
1430,10,3,7,7,10,5,2,2,12,1,2,1,1,4,7,13
195,16,1,12,4,12,5,9,2,33,1,1,2,2,3,9,35
1750,19,5,16,4,4,2,8,1,35,1,1,1,2,4,4,5
352,1,1,6,4,10,2,6,1,3,2,1,1,1,1,3,30
1185,8,3,13,9,8,5,10,2,32,1,1,1,1,4,8,3
834,14,1,2,2,3,4,12,2,5,1,1,2,1,2,2,11
72,10,3,14,7,2,5,7,1,15,1,1,1,2,6,4,2
829,7,4,3,1,6,4,10,1,35,2,2,1,2,3,2,8
982,14,2,16,2,12,1,7,1,32,2,2,2,1,4,3,24
1321,1,3,8,6,9,6,11,2,7,1,1,1,2,3,2,13
305,18,3,18,2,4,6,5,1,19,1,2,1,2,1,2,6
1152,3,3,6,7,3,5,11,2,39,2,1,1,2,2,2,11
291,10,3,18,4,8,6,3,1,3,1,1,2,2,5,3,32
2002,10,1,5,9,8,7,12,1,12,1,1,1,2,2,2,38
490,4,5,20,5,5,1,11,1,17,2,1,2,2,3,7,12
619,20,1,1,5,9,4,5,1,37,2,1,1,2,4,3,3
1479,6,4,13,6,9,4,12,2,29,2,2,2,1,1,4,17
134,3,1,4,2,2,6,9,2,10,2,1,2,1,2,9,2
268,9,3,17,7,7,4,14,2,27,1,2,2,2,2,5,20
2062,4,4,18,6,2,4,5,2,5,1,2,2,1,3,2,19
1385,20,1,3,4,2,4,9,1,6,1,2,2,1,3,6,6
388,18,3,10,2,4,3,10,2,14,2,1,2,2,3,5,19
2119,14,1,13,7,10,7,12,2,6,1,2,2,2,1,7,20
483,15,4,10,8,9,6,13,2,24,2,2,1,1,2,2,28
2125,6,4,1,7,4,4,12,2,16,1,2,1,1,6,7,15
1934,6,1,13,5,3,4,2,1,10,2,1,2,2,5,4,39
1319,12,2,18,9,11,2,9,1,28,2,1,1,1,3,3,16
357,4,2,16,6,1,3,14,2,22,2,2,2,1,6,5,24
974,13,4,12,3,7,4,7,1,16,1,1,1,1,3,3,37
783,12,4,9,5,4,3,12,2,28,2,2,2,1,4,9,26
957,4,5,9,2,1,5,14,1,12,1,1,1,1,2,2,26
1950,10,1,13,9,8,5,7,2,6,2,1,2,2,3,7,36
1719,10,2,11,8,8,4,8,1,25,1,2,1,2,1,9,17
85,2,4,2,6,3,2,2,2,11,2,2,2,2,1,2,24
1271,16,5,11,9,7,1,5,1,14,1,1,1,1,1,7,4
1181,4,3,13,5,1,5,4,2,37,2,1,2,2,6,5,8
0,9,5,17,9,2,5,11,1,32,1,1,1,2,2,7,39
604,20,4,11,1,11,3,14,1,10,2,1,2,2,4,6,18
1373,14,2,3,5,1,7,13,1,37,2,2,1,1,5,6,29
1238,12,1,16,2,1,7,9,2,37,2,2,2,1,6,7,1
1086,17,4,6,3,11,4,14,2,12,2,2,1,2,6,2,14
540,3,3,14,4,12,7,10,2,35,1,1,1,1,3,6,5
300,16,5,1,3,12,7,10,1,15,1,2,2,2,2,9,33
1567,6,2,15,1,5,1,4,2,22,2,1,1,1,3,5,36
86,2,4,5,8,5,3,4,2,11,1,1,2,2,5,7,24
221,13,4,21,5,9,7,8,1,20,2,2,2,2,4,2,39
678,5,2,12,1,1,2,11,2,19,2,2,2,1,4,2,6
691,3,4,1,3,9,4,9,1,20,1,2,2,1,2,9,8
130,14,4,10,9,2,2,7,1,15,1,2,1,1,6,8,3
1133,10,3,20,3,9,2,7,2,2,2,2,2,2,5,9,37
1996,5,1,22,1,5,5,11,1,12,2,1,1,1,3,8,16
1374,13,1,14,4,7,4,9,2,5,2,2,2,1,1,9,34
1511,11,1,5,8,8,7,2,1,22,1,1,1,2,4,3,7
1133,5,1,11,3,11,4,3,2,10,1,1,2,2,4,4,13
2118,1,5,22,2,8,2,6,2,38,2,1,2,2,6,3,32
1168,18,4,19,1,12,6,11,2,40,1,1,1,1,5,9,5
1919,5,1,10,1,1,5,9,1,36,2,1,1,1,4,8,35
651,20,1,1,9,10,3,10,1,33,2,1,1,2,5,9,5
1981,9,5,11,1,10,6,6,1,10,1,1,2,2,5,7,34
1582,8,4,21,2,6,6,8,2,29,1,1,2,2,3,2,27
1146,15,2,20,5,6,1,7,1,13,1,1,2,2,6,3,26
237,3,4,8,9,2,3,9,1,37,1,1,1,2,1,8,6
1216,15,5,21,4,4,6,9,1,24,1,2,2,1,4,5,17
1013,3,2,1,2,4,4,4,2,24,2,1,2,2,3,4,28
48,14,5,7,2,4,4,6,1,7,2,2,1,2,5,3,19
882,13,1,22,8,6,4,13,2,33,1,2,2,2,3,3,35
675,20,5,7,9,4,3,4,1,20,2,1,1,2,2,4,11
592,2,5,18,9,6,7,2,2,11,1,2,1,2,1,9,4
1797,7,1,18,5,1,1,5,1,6,1,1,1,2,5,8,2
773,13,5,3,5,7,2,11,2,18,1,2,1,1,6,3,21
1104,16,4,6,6,2,6,14,1,31,1,2,2,1,3,5,38
1100,14,5,11,4,3,3,3,1,10,2,1,2,1,5,2,5
1170,7,1,17,3,4,7,3,1,26,1,1,1,1,6,8,17
1641,11,3,2,2,9,2,6,2,38,1,1,1,1,1,7,32
1997,12,1,10,5,9,5,3,2,7,1,1,2,1,1,5,16
218,14,1,16,2,9,3,6,1,18,1,1,1,2,3,9,16
679,6,3,2,4,6,1,11,1,36,1,1,1,1,3,9,10
1994,16,5,18,1,3,7,5,1,24,1,2,1,2,3,9,12
1760,19,5,4,2,12,3,12,2,23,1,2,2,2,6,2,37
248,1,3,11,9,12,5,12,1,13,1,1,2,2,6,3,36
2085,4,4,13,4,7,3,5,2,30,2,1,1,2,5,8,12
917,3,5,6,4,7,2,5,1,4,2,1,2,2,4,8,20
2089,15,2,8,6,7,4,9,2,19,1,2,2,2,5,8,10
2137,19,4,12,1,1,5,10,2,16,2,2,2,2,6,6,35
1427,13,2,20,2,3,3,4,1,13,2,2,2,2,2,4,38
2021,16,5,8,7,2,4,5,2,35,1,1,1,2,1,9,12
144,1,3,17,1,12,7,12,1,27,1,1,1,2,2,3,6
273,17,2,17,6,11,1,10,1,28,2,2,2,1,4,5,31
835,15,1,14,7,8,7,7,2,13,1,2,2,1,4,7,34
1408,4,3,16,6,3,3,7,1,19,1,2,1,1,6,4,9
259,17,4,8,7,9,5,9,1,20,2,2,1,1,1,8,16
835,12,2,5,4,12,4,12,2,21,1,2,1,1,5,7,10
780,8,2,22,9,8,6,11,1,11,1,1,1,1,6,3,36
1133,14,3,2,5,10,6,3,1,4,2,1,1,2,5,8,27
1538,17,2,11,4,10,3,3,2,1,2,1,2,2,2,9,23
1904,10,4,13,8,5,1,14,1,24,1,1,1,2,2,4,26
1215,13,3,13,9,4,3,8,1,16,2,2,2,2,1,5,30
1119,19,5,8,7,5,2,2,2,23,1,2,2,1,1,9,22
1619,19,3,9,2,5,3,13,2,37,2,2,2,1,1,8,8
561,1,3,6,2,5,1,4,1,20,1,1,2,1,5,7,21
89,16,1,12,9,3,1,12,2,35,2,2,1,1,5,6,10
798,1,3,6,6,9,6,3,2,38,1,2,1,2,4,2,23
2191,11,5,4,3,10,5,8,1,28,2,1,1,2,3,5,5
1443,11,5,17,3,8,1,10,1,8,1,2,1,2,4,8,7
1680,8,5,14,1,10,5,9,2,26,2,2,1,2,3,9,35
1213,18,1,12,6,3,3,5,2,30,1,2,2,1,1,3,36
920,11,4,22,9,10,5,10,2,18,1,1,1,2,5,9,29
1804,2,5,15,7,9,1,2,2,1,2,2,2,2,2,8,3
784,6,5,17,4,4,4,14,2,34,2,1,1,2,4,3,5
1987,11,1,16,3,2,4,7,1,16,2,1,1,1,4,7,20
654,19,4,21,2,2,7,14,1,23,2,2,2,2,5,5,27
1536,2,5,11,1,11,5,10,1,16,2,2,2,1,1,3,10
1683,1,2,11,9,2,6,7,1,18,2,1,2,1,5,8,10
558,19,4,20,4,6,2,2,2,27,1,1,2,1,1,5,13
114,3,4,2,1,6,5,13,1,2,2,1,2,1,3,5,34
643,18,1,19,3,9,1,9,2,18,1,1,2,2,4,9,29
1838,17,5,11,4,6,1,10,2,22,2,1,1,1,4,9,16
960,8,5,12,1,3,7,14,1,9,2,2,1,2,5,5,32
764,17,3,22,8,1,2,11,2,35,2,1,2,2,2,8,32
1947,10,5,15,9,6,7,8,2,28,1,1,1,2,1,4,5
21,8,3,1,7,7,3,3,1,26,2,1,2,1,4,6,5
2187,8,1,15,3,7,6,8,1,10,1,1,2,1,5,2,16
10,14,1,18,1,6,2,2,2,17,2,1,2,2,4,8,39
2182,13,5,19,5,3,6,10,1,26,1,2,1,1,6,4,6
2148,7,1,20,5,1,3,3,2,28,1,2,2,1,1,4,24
289,1,1,16,5,6,2,12,2,5,2,1,1,1,2,9,1
926,16,5,5,3,8,2,6,2,32,1,2,2,2,3,5,19
480,1,2,7,7,11,6,8,1,24,1,1,2,2,6,2,18
461,5,3,12,2,11,7,7,2,3,1,1,1,1,2,2,7
2190,13,2,1,6,11,5,8,2,11,2,2,1,2,5,3,1
708,20,2,4,7,9,5,10,1,14,1,1,2,2,5,7,1
1760,3,2,6,5,6,4,9,1,36,2,1,1,2,3,7,1
696,14,4,13,9,11,7,8,1,11,1,1,1,1,6,4,36
2166,4,3,9,4,3,1,4,1,26,2,2,2,2,5,5,22
726,4,1,4,7,8,2,4,2,23,2,1,1,1,3,8,19
792,2,2,8,1,4,6,3,2,8,1,2,2,1,1,9,20
1566,8,4,1,6,4,1,9,2,22,1,2,2,1,6,4,34
2026,18,2,14,8,3,2,6,2,14,2,2,2,1,1,5,22
528,5,4,16,5,5,3,2,2,32,2,2,2,1,1,5,5
1996,1,5,9,7,10,2,6,1,3,2,1,1,1,5,8,29
2002,14,4,10,5,4,1,13,1,23,1,1,1,2,2,8,3
1704,9,3,10,8,2,7,3,1,34,1,1,2,1,1,4,4
108,19,2,20,7,2,5,14,1,23,1,2,1,1,1,8,24
1312,2,5,7,9,7,7,5,2,2,1,1,1,2,2,7,10
241,15,1,7,6,9,3,5,1,8,2,2,2,1,2,3,20
1301,10,4,17,6,9,5,7,1,37,2,2,2,1,5,5,35
257,10,3,22,5,7,3,7,1,29,2,1,2,1,5,5,21
2192,12,2,21,6,2,1,4,2,14,2,1,1,2,1,4,38
196,11,4,20,6,12,5,2,2,19,2,1,1,2,3,4,35
1385,20,4,13,7,7,7,3,2,3,2,1,2,1,2,8,17
1509,20,1,16,4,11,6,11,2,36,2,1,1,1,6,6,7
722,10,2,10,7,4,5,7,2,18,1,2,2,2,4,8,10
2198,6,4,21,5,7,4,11,2,13,2,2,2,1,3,7,19
1088,16,1,12,7,2,5,5,2,10,1,2,1,2,6,7,3
1302,7,3,4,9,9,3,7,1,15,1,2,2,2,2,7,38
1971,10,2,8,2,2,2,5,1,1,2,1,1,2,1,8,12
842,13,2,3,4,7,1,6,1,27,2,1,1,1,4,9,27
579,19,2,2,9,3,3,2,2,13,1,1,1,1,6,8,4
2188,17,4,20,4,2,4,6,1,21,1,1,1,1,2,2,19
1815,11,2,18,9,11,3,2,1,10,1,1,1,1,4,8,6
1897,3,1,13,2,5,1,10,1,27,2,2,2,1,6,5,36
1208,17,3,13,7,11,7,10,2,30,2,1,2,1,5,7,38
1917,14,5,22,3,9,5,3,1,36,2,2,2,2,4,6,32
1324,4,5,10,8,12,6,7,2,39,2,1,2,1,3,8,3
766,7,3,7,3,1,2,4,2,8,2,2,2,1,3,2,33
627,5,2,4,8,11,5,9,2,19,2,2,1,2,5,2,33
2186,17,4,22,7,11,4,2,1,16,1,2,1,2,2,3,6
137,11,2,18,2,10,5,10,2,6,2,1,1,1,4,9,25
1817,1,4,8,9,6,7,9,1,18,2,1,2,1,6,5,23
942,10,1,5,6,8,4,5,2,16,2,2,2,2,3,3,3
714,8,5,3,1,11,6,2,2,26,2,2,1,1,6,3,38
1039,14,5,2,4,2,1,14,1,25,1,1,2,2,5,3,9
1157,16,1,15,7,2,7,7,1,11,1,1,2,1,3,2,1
1014,14,5,10,3,11,2,7,2,9,1,2,2,2,5,7,18
947,5,5,20,5,2,5,11,1,36,1,2,1,1,4,6,20
2089,7,2,10,7,10,2,13,1,7,2,1,2,2,3,5,27
1623,9,2,4,2,9,1,8,2,15,2,2,1,2,6,6,16
1563,3,2,4,3,8,2,2,1,33,2,1,1,1,2,2,6
1855,16,5,7,8,5,6,12,2,3,2,2,1,2,5,9,8
1103,6,4,14,1,5,4,3,1,40,2,2,1,2,6,7,10
408,3,4,10,2,12,1,11,1,30,2,2,1,2,1,7,36
1930,3,2,4,8,4,1,7,2,14,2,1,2,2,5,4,37
1469,19,1,7,3,11,7,14,2,3,2,1,2,1,4,9,27
1416,15,5,22,5,2,3,9,1,37,1,2,2,2,1,9,12
726,16,3,9,7,3,3,11,1,22,2,2,2,2,6,4,18
1375,12,1,11,3,10,1,9,2,23,2,2,1,1,4,5,23
861,1,5,14,9,5,3,12,1,23,1,1,1,2,2,8,33
346,15,5,13,4,3,5,5,2,22,2,1,2,1,1,5,13
1749,6,3,3,2,4,5,2,1,23,2,1,2,2,5,9,32
15,12,3,9,6,1,4,3,2,32,1,1,1,1,4,2,37
1780,15,2,9,7,5,7,13,1,4,2,2,2,1,3,6,11
203,11,1,14,5,3,7,8,1,19,1,1,2,2,3,9,39
863,9,5,7,8,7,3,12,1,26,2,2,1,2,5,3,11
1290,6,3,20,5,4,7,6,1,15,1,2,1,2,5,5,16
330,15,4,12,2,3,5,11,1,32,1,1,2,1,2,7,30
517,20,1,9,3,8,2,10,1,1,2,1,1,1,5,6,24
2132,17,1,6,6,3,5,13,2,1,2,2,1,2,6,4,34
250,9,3,2,8,3,4,13,2,18,1,1,1,2,6,9,31
1678,10,1,14,3,12,6,12,2,33,1,1,1,1,3,8,25
196,7,3,5,3,4,5,8,2,3,1,2,2,1,6,8,36
967,4,5,1,6,6,3,3,2,9,2,1,1,1,1,9,16
88,11,2,14,2,10,5,4,1,33,1,2,1,2,5,3,25
540,5,2,19,2,2,7,5,1,25,2,2,2,1,4,9,38
1425,9,2,7,2,1,3,11,1,24,2,2,2,1,6,6,18
2157,3,5,21,7,2,1,6,1,3,1,2,1,2,3,3,33
1544,14,4,1,9,7,5,10,1,39,2,1,1,2,5,4,4
111,8,2,10,5,6,1,10,2,26,1,1,1,1,4,8,27
769,15,4,18,9,9,7,14,1,28,1,1,1,1,2,3,9
542,14,1,8,4,10,7,13,2,8,1,2,1,1,2,4,6
851,16,4,17,8,9,5,5,2,32,2,1,2,2,4,3,23
1865,10,1,13,4,1,2,2,2,14,2,2,2,2,4,8,6
1075,19,5,18,6,9,3,13,1,30,1,1,1,2,6,7,12
907,6,3,16,8,6,6,13,2,37,2,2,1,1,5,8,2
353,2,4,2,5,1,6,13,1,32,1,1,1,1,6,9,33
912,11,3,13,1,10,4,13,1,31,1,1,2,1,1,6,6
24,13,3,3,6,5,1,9,1,6,2,2,2,1,5,5,36
1586,2,1,19,2,9,1,10,2,9,2,1,1,2,3,3,25
2069,3,1,12,7,12,1,11,1,34,2,2,2,2,2,2,16
1893,19,5,15,8,10,6,2,1,19,1,2,1,1,1,6,21
70,14,1,14,4,9,6,14,1,20,2,1,1,2,1,8,30
1297,18,5,19,6,7,4,11,1,38,1,2,1,2,6,8,19
2155,4,2,6,4,10,2,6,2,20,1,2,1,1,2,3,22
1894,19,4,20,8,11,4,13,1,9,1,1,1,1,2,5,9
1084,7,5,20,6,5,3,6,2,39,2,1,2,2,6,2,36
1192,16,2,10,9,11,2,4,2,33,2,1,1,1,2,4,39
648,4,4,10,6,11,2,6,2,16,1,1,2,2,1,7,27
1189,15,3,3,8,5,3,12,2,23,2,2,1,1,2,3,35
